,ask,bid,description,enabled,expired,expiry,expiryDescription,group,imfFactor,index,last,lowerBound,marginPrice,mark,moveStart,name,perpetual,positionLimitWeight,postOnly,priceIncrement,sizeIncrement,type,underlying,underlyingDescription,upperBound
0,,,Bitcoin MOVE 2019-09-25 Contracts,False,True,2019-09-26T00:00:00+00:00,2019-09-25,daily,0.002,8432.5079418,,-206.0,8432.5079418,235.36350101,2019-09-25T00:00:00+00:00,BTC-MOVE-20190925,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1058.25
1,,,Bitcoin MOVE 2019-09-26 Contracts,False,True,2019-09-27T00:00:00+00:00,2019-09-26,daily,0.002,8062.77088054,,-91.5,8062.77088054,313.29493693,2019-09-26T00:00:00+00:00,BTC-MOVE-20190926,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1118.0
2,,,Bitcoin MOVE 2019-09-27 Contracts,False,True,2019-09-28T00:00:00+00:00,2019-09-27,daily,0.002,8193.96720629,,-290.25,8193.96720629,119.44596713,2019-09-27T00:00:00+00:00,BTC-MOVE-20190927,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,938.25
3,,,Bitcoin MOVE 2019-09-28 Contracts,False,True,2019-09-29T00:00:00+00:00,2019-09-28,daily,0.002,8216.68358424,,-400.25,8216.68358424,17.63021239,2019-09-28T00:00:00+00:00,BTC-MOVE-20190928,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,841.0
4,,,Bitcoin MOVE 2019-09-29 Contracts,False,True,2019-09-30T00:00:00+00:00,2019-09-29,daily,0.002,8063.79636304,,-277.75,8063.79636304,128.39143275,2019-09-29T00:00:00+00:00,BTC-MOVE-20190929,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,935.5
5,,,Bitcoin MOVE 2019-09-30 Contracts,False,True,2019-10-01T00:00:00+00:00,2019-09-30,daily,0.002,8306.03171072,,-178.0,8306.03171072,222.96753597,2019-09-30T00:00:00+00:00,BTC-MOVE-20190930,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1053.0
6,,,Bitcoin MOVE 2019-10-01 Contracts,False,True,2019-10-02T00:00:00+00:00,2019-10-01,daily,0.002,8324.99740674,,-329.25,8324.99740674,83.60923821,2019-10-01T00:00:00+00:00,BTC-MOVE-20191001,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,916.0
7,,,Bitcoin MOVE 2019-10-02 Contracts,False,True,2019-10-03T00:00:00+00:00,2019-10-02,daily,0.002,8378.37867434,,-393.25,8378.37867434,27.09297475,2019-10-02T00:00:00+00:00,BTC-MOVE-20191002,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,864.5
8,,,Bitcoin MOVE 2019-10-03 Contracts,False,True,2019-10-04T00:00:00+00:00,2019-10-03,daily,0.002,8242.05669764,,-311.75,8242.05669764,100.25168049,2019-10-03T00:00:00+00:00,BTC-MOVE-20191003,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,924.0
9,,,Bitcoin MOVE 2019-10-04 Contracts,False,True,2019-10-05T00:00:00+00:00,2019-10-04,daily,0.002,8156.57174568,,-399.75,8156.57174568,12.76569594,2019-10-04T00:00:00+00:00,BTC-MOVE-20191004,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,828.25
10,,,Bitcoin MOVE 2019-10-05 Contracts,False,True,2019-10-06T00:00:00+00:00,2019-10-05,daily,0.002,8144.20716799,,-403.0,8144.20716799,1.68531084,2019-10-05T00:00:00+00:00,BTC-MOVE-20191005,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,816.75
11,,,Bitcoin MOVE 2019-10-06 Contracts,False,True,2019-10-07T00:00:00+00:00,2019-10-06,daily,0.002,7865.12927737,,-102.25,7865.12927737,292.70447867,2019-10-06T00:00:00+00:00,BTC-MOVE-20191006,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1080.75
12,,,Bitcoin MOVE 2019-10-07 Contracts,False,True,2019-10-08T00:00:00+00:00,2019-10-07,daily,0.002,8211.91461308,,-0.25,8211.91461308,413.2730124,2019-10-07T00:00:00+00:00,BTC-MOVE-20191007,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1232.75
13,,,Bitcoin MOVE 2019-10-08 Contracts,False,True,2019-10-09T00:00:00+00:00,2019-10-08,daily,0.002,8183.20606079,,-375.0,8183.20606079,42.06191743,2019-10-08T00:00:00+00:00,BTC-MOVE-20191008,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,860.25
14,,,Bitcoin MOVE 2019-10-09 Contracts,False,True,2019-10-10T00:00:00+00:00,2019-10-09,daily,0.002,8586.0729571,,-25.0,8586.0729571,408.95475976,2019-10-09T00:00:00+00:00,BTC-MOVE-20191009,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1268.0
15,,,Bitcoin MOVE 2019-10-10 Contracts,False,True,2019-10-11T00:00:00+00:00,2019-10-10,daily,0.002,8585.85312578,,-415.0,8585.85312578,11.47658357,2019-10-10T00:00:00+00:00,BTC-MOVE-20191010,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,870.25
16,,,Bitcoin MOVE 2019-10-11 Contracts,False,True,2019-10-12T00:00:00+00:00,2019-10-11,daily,0.002,8269.60160253,,-165.25,8269.60160253,247.37784412,2019-10-11T00:00:00+00:00,BTC-MOVE-20191011,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1074.25
17,,,Bitcoin MOVE 2019-10-12 Contracts,False,True,2019-10-13T00:00:00+00:00,2019-10-12,daily,0.002,8309.81909378,,-376.75,8309.81909378,40.26163893,2019-10-12T00:00:00+00:00,BTC-MOVE-20191012,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,871.25
18,,,Bitcoin MOVE 2019-10-13 Contracts,False,True,2019-10-14T00:00:00+00:00,2019-10-13,daily,0.002,8286.27311698,,-389.0,8286.27311698,29.16009197,2019-10-13T00:00:00+00:00,BTC-MOVE-20191013,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,857.5
19,,,Bitcoin MOVE 2019-10-14 Contracts,False,True,2019-10-15T00:00:00+00:00,2019-10-14,daily,0.002,8347.98111409,,-347.25,8347.98111409,65.45868224,2019-10-14T00:00:00+00:00,BTC-MOVE-20191014,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,901.75
20,,,Bitcoin MOVE 2019-10-15 Contracts,False,True,2019-10-16T00:00:00+00:00,2019-10-15,daily,0.002,8162.77945583,,-197.75,8162.77945583,212.17002369,2019-10-15T00:00:00+00:00,BTC-MOVE-20191015,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1028.0
21,,,Bitcoin MOVE 2019-10-16 Contracts,False,True,2019-10-17T00:00:00+00:00,2019-10-16,daily,0.002,7998.83930641,,-250.25,7998.83930641,155.01651319,2019-10-16T00:00:00+00:00,BTC-MOVE-20191016,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,955.0
22,,,Bitcoin MOVE 2019-10-17 Contracts,False,True,2019-10-18T00:00:00+00:00,2019-10-17,daily,0.002,8074.02815497,,-317.25,8074.02815497,86.85333645,2019-10-17T00:00:00+00:00,BTC-MOVE-20191017,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,895.5
23,,,Bitcoin MOVE 2019-10-18 Contracts,False,True,2019-10-19T00:00:00+00:00,2019-10-18,daily,0.002,7957.5184603,,-287.25,7957.5184603,112.09844099,2019-10-18T00:00:00+00:00,BTC-MOVE-20191018,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,907.25
24,,,Bitcoin MOVE 2019-10-19 Contracts,False,True,2019-10-20T00:00:00+00:00,2019-10-19,daily,0.002,7959.29061886,,-382.5,7959.29061886,8.24368333,2019-10-19T00:00:00+00:00,BTC-MOVE-20191019,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,804.5
25,,,Bitcoin MOVE 2019-10-20 Contracts,False,True,2019-10-21T00:00:00+00:00,2019-10-20,daily,0.002,8231.21830284,,-135.5,8231.21830284,267.28097342,2019-10-20T00:00:00+00:00,BTC-MOVE-20191020,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1091.5
26,,,Bitcoin MOVE 2019-10-21 Contracts,False,True,2019-10-22T00:00:00+00:00,2019-10-21,daily,0.002,8210.76385965,,-394.25,8210.76385965,21.84106164,2019-10-21T00:00:00+00:00,BTC-MOVE-20191021,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,843.5
27,,,Bitcoin MOVE 2019-10-22 Contracts,False,True,2019-10-23T00:00:00+00:00,2019-10-22,daily,0.002,8028.26230294,,-244.5,8028.26230294,158.14838682,2019-10-22T00:00:00+00:00,BTC-MOVE-20191022,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,962.5
28,,,Bitcoin MOVE 2019-10-23 Contracts,False,True,2019-10-24T00:00:00+00:00,2019-10-23,daily,0.002,7474.31490091,,228.0,7474.31490091,584.12189137,2019-10-23T00:00:00+00:00,BTC-MOVE-20191023,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1337.25
29,,,Bitcoin MOVE 2019-10-24 Contracts,False,True,2019-10-25T00:00:00+00:00,2019-10-24,daily,0.002,7433.63484988,,-368.25,7433.63484988,7.70681653,2019-10-24T00:00:00+00:00,BTC-MOVE-20191024,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,751.75
30,,,Bitcoin MOVE 2019-10-25 Contracts,False,True,2019-10-26T00:00:00+00:00,2019-10-25,daily,0.002,8668.29878828,,776.0,8668.29878828,1211.93189328,2019-10-25T00:00:00+00:00,BTC-MOVE-20191025,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,2077.5
31,,,Bitcoin MOVE 2019-10-26 Contracts,False,True,2019-10-27T00:00:00+00:00,2019-10-26,daily,0.002,9254.29009155,,-17.5,9254.29009155,452.2079157,2019-10-26T00:00:00+00:00,BTC-MOVE-20191026,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1379.0
32,,,Bitcoin MOVE 2019-10-27 Contracts,False,True,2019-10-28T00:00:00+00:00,2019-10-27,daily,0.002,9555.34732679,,-207.75,9555.34732679,268.12716963,2019-10-27T00:00:00+00:00,BTC-MOVE-20191027,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1225.75
33,,,Bitcoin MOVE 2019-10-28 Contracts,False,True,2019-10-29T00:00:00+00:00,2019-10-28,daily,0.002,9219.78676121,,-267.75,9219.78676121,206.60962268,2019-10-28T00:00:00+00:00,BTC-MOVE-20191028,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1128.5
34,,,Bitcoin MOVE 2019-10-29 Contracts,False,True,2019-10-30T00:00:00+00:00,2019-10-29,daily,0.002,9422.83365744,,-318.0,9422.83365744,159.94533796,2019-10-29T00:00:00+00:00,BTC-MOVE-20191029,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1103.75
35,,,Bitcoin MOVE 2019-10-30 Contracts,False,True,2019-10-31T00:00:00+00:00,2019-10-30,daily,0.002,9162.11654463,,-239.25,9162.11654463,225.19351662,2019-10-30T00:00:00+00:00,BTC-MOVE-20191030,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1140.0
36,,,Bitcoin MOVE 2019-10-31 Contracts,False,True,2019-11-01T00:00:00+00:00,2019-10-31,daily,0.002,9155.90443139,,-431.75,9155.90443139,29.83569609,2019-10-31T00:00:00+00:00,BTC-MOVE-20191031,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,945.5
37,,,Bitcoin MOVE 2019-11-01 Contracts,False,True,2019-11-02T00:00:00+00:00,2019-11-01,daily,0.002,9249.53992566,,-348.25,9249.53992566,110.41799596,2019-11-01T00:00:00+00:00,BTC-MOVE-20191101,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1037.5
38,,,Bitcoin MOVE 2019-11-02 Contracts,False,True,2019-11-03T00:00:00+00:00,2019-11-02,daily,0.002,9307.32978909,,-414.75,9307.32978909,48.71824662,2019-11-02T00:00:00+00:00,BTC-MOVE-20191102,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,981.5
39,,,Bitcoin MOVE 2019-11-03 Contracts,False,True,2019-11-04T00:00:00+00:00,2019-11-03,daily,0.002,9207.3335705,,-345.25,9207.3335705,115.15586514,2019-11-03T00:00:00+00:00,BTC-MOVE-20191103,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1036.25
40,,,Bitcoin MOVE 2019-11-04 Contracts,False,True,2019-11-05T00:00:00+00:00,2019-11-04,daily,0.002,9414.29311473,,-242.25,9414.29311473,232.05507867,2019-11-04T00:00:00+00:00,BTC-MOVE-20191104,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1176.25
41,,,Bitcoin MOVE 2019-11-05 Contracts,False,True,2019-11-06T00:00:00+00:00,2019-11-05,daily,0.002,9320.32895374,,-408.0,9320.32895374,53.84276659,2019-11-05T00:00:00+00:00,BTC-MOVE-20191105,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,986.25
42,,,Bitcoin MOVE 2019-11-06 Contracts,False,True,2019-11-07T00:00:00+00:00,2019-11-06,daily,0.002,9340.02299554,,-433.25,9340.02299554,41.51197393,2019-11-06T00:00:00+00:00,BTC-MOVE-20191106,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,976.25
43,,,Bitcoin MOVE 2019-11-07 Contracts,False,True,2019-11-08T00:00:00+00:00,2019-11-07,daily,0.002,9204.89388023,,-341.5,9204.89388023,124.62094209,2019-11-07T00:00:00+00:00,BTC-MOVE-20191107,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1045.25
44,,,Bitcoin MOVE 2019-11-08 Contracts,False,True,2019-11-09T00:00:00+00:00,2019-11-08,daily,0.002,8768.25122101,,-57.75,8768.25122101,377.26741863,2019-11-08T00:00:00+00:00,BTC-MOVE-20191108,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1259.0
45,,,Bitcoin MOVE 2019-11-09 Contracts,False,True,2019-11-10T00:00:00+00:00,2019-11-09,daily,0.002,8805.424782,,-417.5,8805.424782,23.6774778,2019-11-09T00:00:00+00:00,BTC-MOVE-20191109,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,905.25
46,,,Bitcoin MOVE 2019-11-10 Contracts,False,True,2019-11-11T00:00:00+00:00,2019-11-10,daily,0.002,9034.10556797,,-190.0,9034.10556797,263.49112568,2019-11-10T00:00:00+00:00,BTC-MOVE-20191110,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1170.0
47,,,Bitcoin MOVE 2019-11-11 Contracts,False,True,2019-11-12T00:00:00+00:00,2019-11-11,daily,0.002,8719.89367024,,-98.5,8719.89367024,333.86710306,2019-11-11T00:00:00+00:00,BTC-MOVE-20191111,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1207.5
48,,,Bitcoin MOVE 2019-11-12 Contracts,False,True,2019-11-13T00:00:00+00:00,2019-11-12,daily,0.002,8803.76627892,,-377.5,8803.76627892,55.64386656,2019-11-12T00:00:00+00:00,BTC-MOVE-20191112,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,936.75
49,,,Bitcoin MOVE 2019-11-13 Contracts,False,True,2019-11-14T00:00:00+00:00,2019-11-13,daily,0.002,8762.92273721,,-420.5,8762.92273721,19.36876017,2019-11-13T00:00:00+00:00,BTC-MOVE-20191113,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,896.25
50,,,Bitcoin MOVE 2019-11-14 Contracts,False,True,2019-11-15T00:00:00+00:00,2019-11-14,daily,0.002,8632.41345203,,-312.25,8632.41345203,120.45807141,2019-11-14T00:00:00+00:00,BTC-MOVE-20191114,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,985.0
51,,,Bitcoin MOVE 2019-11-15 Contracts,False,True,2019-11-16T00:00:00+00:00,2019-11-15,daily,0.002,8456.23595952,,-271.75,8456.23595952,148.12862764,2019-11-15T00:00:00+00:00,BTC-MOVE-20191115,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,995.5
52,,,Bitcoin MOVE 2019-11-16 Contracts,False,True,2019-11-17T00:00:00+00:00,2019-11-16,daily,0.002,8481.43758366,,-399.75,8481.43758366,21.42974456,2019-11-16T00:00:00+00:00,BTC-MOVE-20191116,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,871.75
53,,,Bitcoin MOVE 2019-11-17 Contracts,False,True,2019-11-18T00:00:00+00:00,2019-11-17,daily,0.002,8505.46682866,,-396.25,8505.46682866,27.81609826,2019-11-17T00:00:00+00:00,BTC-MOVE-20191117,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,879.5
54,,,Bitcoin MOVE 2019-11-18 Contracts,False,True,2019-11-19T00:00:00+00:00,2019-11-18,daily,0.002,8174.69335379,,-117.75,8174.69335379,292.60995018,2019-11-18T00:00:00+00:00,BTC-MOVE-20191118,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1114.25
55,,,Bitcoin MOVE 2019-11-19 Contracts,False,True,2019-11-20T00:00:00+00:00,2019-11-19,daily,0.002,8119.80008827,61.25,-342.75,8119.80008827,60.13048249,2019-11-19T00:00:00+00:00,BTC-MOVE-20191119,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,873.0
56,,,Bitcoin MOVE 2019-11-20 Contracts,False,True,2019-11-21T00:00:00+00:00,2019-11-20,daily,0.002,8077.04195264,37.75,-365.25,8077.04195264,34.73859392,2019-11-20T00:00:00+00:00,BTC-MOVE-20191120,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,846.0
57,,,Bitcoin MOVE 2019-11-21 Contracts,False,True,2019-11-22T00:00:00+00:00,2019-11-21,daily,0.002,7619.94839969,457.5,78.75,7619.94839969,454.46109378,2019-11-21T00:00:00+00:00,BTC-MOVE-20191121,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1220.5
58,,,Bitcoin MOVE 2019-11-22 Contracts,False,True,2019-11-23T00:00:00+00:00,2019-11-22,daily,0.002,7280.91357007,388.25,11.0,7280.91357007,372.35329263,2019-11-22T00:00:00+00:00,BTC-MOVE-20191122,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1109.75
59,,,Bitcoin MOVE 2019-11-23 Contracts,False,True,2019-11-24T00:00:00+00:00,2019-11-23,daily,0.002,7320.66843476,114.5,-251.75,7320.66843476,107.74464938,2019-11-23T00:00:00+00:00,BTC-MOVE-20191123,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,848.5
60,,,Bitcoin MOVE 2019-11-24 Contracts,False,True,2019-11-25T00:00:00+00:00,2019-11-24,daily,0.002,6905.41400773,305.0,-26.0,6905.41400773,313.64007596,2019-11-24T00:00:00+00:00,BTC-MOVE-20191124,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1001.75
61,,,Bitcoin MOVE 2019-11-25 Contracts,False,True,2019-11-26T00:00:00+00:00,2019-11-25,daily,0.002,7123.46919576,287.0,-88.0,7123.46919576,277.36942531,2019-11-25T00:00:00+00:00,BTC-MOVE-20191125,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,988.75
62,,,Bitcoin MOVE 2019-11-26 Contracts,False,True,2019-11-27T00:00:00+00:00,2019-11-26,daily,0.002,7160.03137859,39.5,-322.75,7160.03137859,34.78991715,2019-11-26T00:00:00+00:00,BTC-MOVE-20191126,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,753.75
63,,,Bitcoin MOVE 2019-11-27 Contracts,False,True,2019-11-28T00:00:00+00:00,2019-11-27,daily,0.002,7523.07186385,376.5,3.5,7523.07186385,375.76753222,2019-11-27T00:00:00+00:00,BTC-MOVE-20191127,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1128.75
64,,,Bitcoin MOVE 2019-11-28 Contracts,False,True,2019-11-29T00:00:00+00:00,2019-11-28,daily,0.002,7428.55919124,123.5,-247.5,7428.55919124,118.95840243,2019-11-28T00:00:00+00:00,BTC-MOVE-20191128,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,867.0
65,,,Bitcoin MOVE 2019-11-29 Contracts,False,True,2019-11-30T00:00:00+00:00,2019-11-29,daily,0.002,7753.30932407,272.0,-103.0,7753.30932407,282.68612264,2019-11-29T00:00:00+00:00,BTC-MOVE-20191129,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1055.5
66,,,Bitcoin MOVE 2019-11-30 Contracts,False,True,2019-12-01T00:00:00+00:00,2019-11-30,daily,0.002,7555.89998913,214.75,-164.25,7555.89998913,202.24354074,2019-11-30T00:00:00+00:00,BTC-MOVE-20191130,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,970.25
67,,,Bitcoin MOVE 2019-12-01 Contracts,False,True,2019-12-02T00:00:00+00:00,2019-12-01,daily,0.002,7406.81224922,101.0,-273.25,7406.81224922,97.82293746,2019-12-01T00:00:00+00:00,BTC-MOVE-20191201,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,842.0
68,,,Bitcoin MOVE 2019-12-02 Contracts,False,True,2019-12-03T00:00:00+00:00,2019-12-02,daily,0.002,7306.26526729,70.75,-298.0,7306.26526729,67.83767634,2019-12-02T00:00:00+00:00,BTC-MOVE-20191202,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,801.25
69,,,Bitcoin MOVE 2019-12-03 Contracts,False,True,2019-12-04T00:00:00+00:00,2019-12-03,daily,0.002,7301.42064758,46.75,-315.25,7301.42064758,41.55940418,2019-12-03T00:00:00+00:00,BTC-MOVE-20191203,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,777.25
70,,,Bitcoin MOVE 2019-12-04 Contracts,False,True,2019-12-05T00:00:00+00:00,2019-12-04,daily,0.002,7195.5319912,0.5,-362.5,7195.5319912,1.09437479,2019-12-04T00:00:00+00:00,BTC-MOVE-20191204,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,722.75
71,,,Bitcoin MOVE 2019-12-05 Contracts,False,True,2019-12-06T00:00:00+00:00,2019-12-05,daily,0.002,7392.89449178,204.75,0.0,7392.89449178,203.45632329,2019-12-05T00:00:00+00:00,BTC-MOVE-20191205,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,944.0
72,,,Bitcoin MOVE 2019-12-06 Contracts,False,True,2019-12-07T00:00:00+00:00,2019-12-06,daily,0.002,7541.37154516,163.5,0.0,7541.37154516,160.10970248,2019-12-06T00:00:00+00:00,BTC-MOVE-20191206,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,917.5
73,,,Bitcoin MOVE 2019-12-07 Contracts,False,True,2019-12-08T00:00:00+00:00,2019-12-07,daily,0.002,7505.85869007,22.25,0.0,7505.85869007,19.40139232,2019-12-07T00:00:00+00:00,BTC-MOVE-20191207,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,772.5
74,,,Bitcoin MOVE 2019-12-08 Contracts,False,True,2019-12-09T00:00:00+00:00,2019-12-08,daily,0.002,7521.87174807,45.75,0.0,7521.87174807,40.37796357,2019-12-08T00:00:00+00:00,BTC-MOVE-20191208,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,798.25
75,,,Bitcoin MOVE 2019-12-09 Contracts,False,True,2019-12-10T00:00:00+00:00,2019-12-09,daily,0.002,7337.78032991,200.75,0.0,7337.78032991,194.9238737,2019-12-09T00:00:00+00:00,BTC-MOVE-20191209,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,934.25
76,,,Bitcoin MOVE 2019-12-10 Contracts,False,True,2019-12-11T00:00:00+00:00,2019-12-10,daily,0.002,7219.36256047,105.5,0.0,7219.36256047,94.50134874,2019-12-10T00:00:00+00:00,BTC-MOVE-20191210,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,826.5
77,,,Bitcoin MOVE 2019-12-11 Contracts,False,True,2019-12-12T00:00:00+00:00,2019-12-11,daily,0.002,7198.75593822,39.25,0.0,7198.75593822,35.57381448,2019-12-11T00:00:00+00:00,BTC-MOVE-20191211,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,759.25
78,,,Bitcoin MOVE 2019-12-12 Contracts,False,True,2019-12-13T00:00:00+00:00,2019-12-12,daily,0.002,7187.87867216,33.75,0.0,7187.87867216,30.0519855,2019-12-12T00:00:00+00:00,BTC-MOVE-20191212,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,752.75
79,,,Bitcoin MOVE 2019-12-13 Contracts,False,True,2019-12-14T00:00:00+00:00,2019-12-13,daily,0.002,7254.20412589,57.5,0.0,7254.20412589,50.99385062,2019-12-13T00:00:00+00:00,BTC-MOVE-20191213,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,783.0
80,,,Bitcoin MOVE 2019-12-14 Contracts,False,True,2019-12-15T00:00:00+00:00,2019-12-14,daily,0.002,7066.47303241,168.5,0.0,7066.47303241,169.90696759,2019-12-14T00:00:00+00:00,BTC-MOVE-20191214,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,875.0
81,,,Bitcoin MOVE 2019-12-15 Contracts,False,True,2019-12-16T00:00:00+00:00,2019-12-15,daily,0.002,7111.41411628,77.0,0.0,7111.41411628,71.32277285,2019-12-15T00:00:00+00:00,BTC-MOVE-20191215,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,788.5
82,,,Bitcoin MOVE 2019-12-16 Contracts,False,True,2019-12-17T00:00:00+00:00,2019-12-16,daily,0.002,6880.15364173,215.5,0.0,6880.15364173,204.35548215,2019-12-16T00:00:00+00:00,BTC-MOVE-20191216,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,903.75
83,,,Bitcoin MOVE 2019-12-17 Contracts,False,True,2019-12-18T00:00:00+00:00,2019-12-17,daily,0.002,6613.74454907,296.75,0.0,6613.74454907,286.61281886,2019-12-17T00:00:00+00:00,BTC-MOVE-20191217,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,959.0
84,,,Bitcoin MOVE 2019-12-18 Contracts,False,True,2019-12-19T00:00:00+00:00,2019-12-18,daily,0.002,7283.81248573,672.75,0.0,7283.81248573,670.57438362,2019-12-18T00:00:00+00:00,BTC-MOVE-20191218,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1404.5
85,,,Bitcoin MOVE 2019-12-19 Contracts,False,True,2019-12-20T00:00:00+00:00,2019-12-19,daily,0.002,7149.56748546,126.5,0.0,7149.56748546,125.68552154,2019-12-19T00:00:00+00:00,BTC-MOVE-20191219,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,843.75
86,,,Bitcoin MOVE 2019-12-20 Contracts,False,True,2019-12-21T00:00:00+00:00,2019-12-20,daily,0.002,7189.66924748,52.75,0.0,7189.66924748,53.28678932,2019-12-20T00:00:00+00:00,BTC-MOVE-20191220,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,773.25
87,,,Bitcoin MOVE 2019-12-21 Contracts,False,True,2019-12-22T00:00:00+00:00,2019-12-21,daily,0.002,7141.37995665,42.75,0.0,7141.37995665,36.61441135,2019-12-21T00:00:00+00:00,BTC-MOVE-20191221,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,757.0
88,,,Bitcoin MOVE 2019-12-22 Contracts,False,True,2019-12-23T00:00:00+00:00,2019-12-22,daily,0.002,7508.46551418,298.5,0.0,7508.46551418,317.7648985,2019-12-22T00:00:00+00:00,BTC-MOVE-20191222,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,1049.25
89,,,Bitcoin MOVE 2019-12-23 Contracts,False,True,2019-12-24T00:00:00+00:00,2019-12-23,daily,0.002,7317.57312815,250.5,0.0,7317.57312815,246.44601,2019-12-23T00:00:00+00:00,BTC-MOVE-20191223,False,1.0,False,0.25,0.0001,move,BTC,Bitcoin,984.0
